complaint_id,complaint_text,category,submitted_via,created_date
100035,Customer<br>support did not respond to my... emails no response from support,Other,Phone,13-08-2024
100036,<b>Missing components in the package need## urgent help</b>,Product Issue,Email,25-06-2024
100037,<p>Product quality is not as advertised no response from support</p>,Product Issue,Chat,30-08-2024
100038,Incorrect charges have appeared on my invoice no response from support,Billing,Chat,17-10-2024
100039,My<br>payment was successful but the bill still shows unpaid need urgent help,Billing,Chat,20-08-2024
100040,App<br>crashes whenever I... try to open it this is unacceptable,Technical Support,Phone,18-08-2024
100041,Internet connection keeps dropping frequently this is unacceptable,Technical Support,Chat,17-01-2024
100042,<p>My<br>payment was successful but the bill. still shows unpaid happening for the last 3 days</p>,Billing,Phone,05-08-2024
100043,Internet connection keeps dropping frequently? no response from support,Technical Support,Email,11-01-2024
100044,"Missing<br>components, in the package please resolve asap",Product Issue,Website,28-05-2024
100045,<p>Very unhappy with the overall service no response from... support</p>,Other,Email,27-08-2024
100046,Internet connection keeps dropping? frequently please resolve asap,Technical Support,Email,30-03-2024
100047,App<br>crashes whenever I try to open it this is## unacceptable,Technical Support,Chat,05-03-2024
100048,<p>Facing error code while using the service this is unacceptable</p>,Technical Support,Website,23-06-2024
100049,My account was locked without reason. need urgent help,Account Management,Website,10-02-2024
100050,I want to file a general complaint!! this is unacceptable,Other,Email,26-03-2024
100051,<i>Very unhappy with the overall service need urgent? help</i>,Other,Website,24-02-2024
100052,Product quality is not as advertised need urgent## help,Product Issue,Email,20-08-2024
100053,The product stopped working within a week no response from... support,Product Issue,Website,20-01-2024
100054,<b>I want to file a## general complaint happening for the last 3 days</b>,Other,Chat,15-04-2024
100055,Password reset link is not working need urgent help,Account Management,Email,31-07-2024
100056,Unauthorized<br>changes made!! to my account happening for the last 3 days,Account Management,Chat,31-05-2024
100057,<i>Service experience was poor this is unacceptable</i>,Other,Email,28-01-2024
100058,Password reset link is not## working please resolve asap,Account Management,Chat,10-01-2024
100059,Unauthorized changes made to## my account no response from support,Account Management,Website,06-06-2024
100060,My payment was successful but the bill still shows unpaid? need urgent help,Billing,Email,16-02-2024
100061,<i>Very unhappy with the overall service no response from support</i>,Other,Phone,05-06-2024
100062,<p>The product stopped!! working within a week no response from support</p>,Product Issue,Website,19-01-2024
100063,"Received a damaged product happening, for the last 3 days",Product Issue,Website,02-06-2024
100064,<b>Service experience?? was poor need urgent help</b>,Other,Phone,11-10-2024
100065,Incorrect<br>charges have appeared on my invoice happening for the## last 3 days,Billing,Phone,07-05-2024
100066,Incorrect<br>charges have appeared on my invoice no response from support,Billing,Email,26-02-2024
100067,<i>The<br>product stopped! working within a week happening for the last 3 days</i>,Product Issue,Website,27-03-2024
100068,Facing issues updating account details no response. from support,Account Management,Chat,01-02-2024
100069,<i>Internet<br>connection keeps dropping frequently please resolve asap</i>,Technical Support,Chat,11-01-2024
100070,<i>Missing components in the package. no response from support</i>,Product Issue,Website,12-08-2024
100071,I<br>want to file a general complaint need urgent help,Other,Chat,02-08-2024
100072,<p>Facing<br>error code while using?? the service this is unacceptable</p>,Technical Support,Phone,10-01-2024
100073,The website is extremely slow and unresponsive this is. unacceptable,Technical Support,Phone,24-10-2024
100074,<p>Product quality is not as advertised need urgent help</p>,Product Issue,Chat,22-03-2024
100075,The<br>website!! is extremely slow and unresponsive happening for the last 3 days,Technical Support,Chat,12-06-2024
100076,Internet connection keeps dropping frequently happening for the last 3... days,Technical Support,Website,17-09-2024
100077,Unauthorized changes made to my account happening for the last 3 days,Account Management,Email,13-07-2024
100078,Need clarification! regarding company policy need urgent help,Other,Chat,07-06-2024
100079,<p>Unauthorized changes made to my account this is unacceptable</p>,Account Management,Email,09-09-2024
100080,<b>Password reset link is not working this is unacceptable</b>,Account Management,Phone,09-10-2024
100081,The<br>item does not function as expected please resolve asap,Product Issue,Email,02-04-2024
100082,"<i>The website is extremely slow and unresponsive this is, unacceptable</i>",Technical Support,Chat,06-01-2024
100083,<i>Unauthorized changes made to my account happening for the last?? 3 days</i>,Account Management,Chat,30-06-2024
100084,<p>Unable to login to my account need urgent help</p>,Account Management,Website,01-04-2024
100085,Password<br>reset link is not working please resolve asap,Account Management,Chat,06-03-2024
100086,"Service experience was poor no response, from support",Other,Phone,25-10-2024
100087,<p>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited! this is unacceptable</p>,Billing,Email,22-07-2024
100088,App<br>crashes whenever I try to open it please resolve asap,Technical Support,Website,03-01-2024
100089,Facing error code while using the service happening for the last 3 days,Technical Support,Chat,05-09-2024
100090,Need clarification regarding company policy this is unacceptable,Other,Chat,24-05-2024
100091,<b>The website is extremely slow and unresponsive## this is unacceptable</b>,Technical Support,Website,25-04-2024
100092,<p>The<br>product stopped working within a week this is unacceptable</p>,Product Issue,Website,18-06-2024
100093,<b>Password<br>reset link is not working this? is unacceptable</b>,Account Management,Website,03-04-2024
100094,Late fee applied even though I paid on time happening for... the last 3 days,Billing,Email,22-09-2024
100095,I want to file a general complaint this is unacceptable,Other,Phone,26-04-2024
100096,Unauthorized changes made to?? my account please resolve asap,Account Management,Website,24-09-2024
100097,Unable<br>to connect. to the server please resolve asap,Technical Support,Chat,19-02-2024
100098,My<br>payment was successful but the bill? still shows unpaid need urgent help,Billing,Email,12-09-2024
100099,<i>Service<br>experience was poor please resolve! asap</i>,Other,Email,09-03-2024
100100,<p>Received a damaged product please resolve asap</p>,Product Issue,Website,29-06-2024
100101,<i>Facing issues updating account details this is unacceptable</i>,Account Management,Chat,25-05-2024
100102,<i>Facing issues updating account details this is unacceptable</i>,Account Management,Website,07-05-2024
100103,Password reset link is not working this... is unacceptable,Account Management,Chat,23-08-2024
100104,The<br>item does not function as! expected please resolve asap,Product Issue,Email,12-10-2024
100105,<i>The<br>product stopped working within a week no response from support</i>,Product Issue,Phone,17-01-2024
100106,Password<br>reset link is not working need urgent help,Account Management,Phone,29-04-2024
100107,"<b>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted, but refund not credited please resolve asap</b>",Billing,Email,23-04-2024
100108,Facing error code while using the service!! this is unacceptable,Technical Support,Website,16-04-2024
100109,Product quality## is not as advertised need urgent help,Product Issue,Chat,24-06-2024
100110,<i>Missing<br>components in the package this!! is unacceptable</i>,Product Issue,Chat,21-03-2024
100111,"The item does not function, as expected this is unacceptable",Product Issue,Website,26-06-2024
100112,<i>Unable<br>to connect to the server need urgent help</i>,Technical Support,Website,11-09-2024
100113,<p>Very<br>unhappy with the overall service no response from support</p>,Other,Chat,03-06-2024
100114,The product stopped working within a week please resolve? asap,Product Issue,Website,08-05-2024
100115,<b>Internet<br>connection keeps dropping frequently no response from support</b>,Technical Support,Website,16-06-2024
100116,Need clarification## regarding company policy happening for the last 3 days,Other,Phone,06-06-2024
100117,Facing error code while using the service no response from support,Technical Support,Email,11-08-2024
100118,Internet connection keeps dropping frequently need urgent help,Technical Support,Email,30-09-2024
100119,<i>App crashes whenever I try to? open it please resolve asap</i>,Technical Support,Website,07-10-2024
100120,<p>Missing components in... the package this is unacceptable</p>,Product Issue,Website,24-08-2024
100121,<i>Customer support did not respond to my emails... please resolve asap</i>,Other,Phone,21-04-2024
100122,"My account was locked, without reason happening for the last 3 days",Account Management,Email,10-03-2024
100123,Service experience?? was poor this is unacceptable,Other,Website,09-04-2024
100124,"The<br>item does not function, as expected no response from support",Product Issue,Chat,03-02-2024
100125,<i>Unexpected charges added without notificationI cancelled my order but refund is still## pendingMoney deducted but refund not credited this is unacceptable</i>,Billing,Website,26-04-2024
100126,Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited this is unacceptable,Billing,Website,26-01-2024
100127,Late fee applied even though I paid on time please resolve asap,Billing,Email,18-06-2024
100128,Password<br>reset link is not working this! is unacceptable,Account Management,Chat,04-10-2024
100129,The item does not function as expected need urgent help,Product Issue,Website,17-08-2024
100130,Incorrect charges have appeared on## my invoice no response from support,Billing,Chat,10-08-2024
100131,<b>My account was locked without reason happening for the last 3 days</b>,Account Management,Chat,17-04-2024
100132,"Missing<br>components in the package, this is unacceptable",Product Issue,Website,12-08-2024
100133,Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited happening for the last. 3 days,Billing,Chat,17-06-2024
100134,<b>App crashes whenever I try to open it happening for the last! 3 days</b>,Technical Support,Website,16-08-2024
100135,<b>Late fee applied even though I paid on time please resolve asap</b>,Billing,Chat,10-08-2024
100136,I want to file a general complaint this is unacceptable,Other,Phone,16-04-2024
100137,Unable<br>to login to my account happening? for the last 3 days,Account Management,Website,22-05-2024
100138,Product<br>quality is not as advertised happening for the! last 3 days,Product Issue,Email,01-09-2024
100139,"Incorrect<br>charges have appeared on, my invoice this is unacceptable",Billing,Chat,03-04-2024
100140,The item does not function as expected no response from support,Product Issue,Email,20-01-2024
100141,"Password reset link is not working, happening for the last 3 days",Account Management,Phone,30-04-2024
100142,Unauthorized changes made to my## account please resolve asap,Account Management,Email,19-05-2024
100143,My payment was successful but the bill still shows unpaid need?? urgent help,Billing,Chat,09-05-2024
100144,Very unhappy with the overall service need urgent help,Other,Chat,03-06-2024
100145,Very unhappy with the overall service need?? urgent help,Other,Chat,08-01-2024
100146,Product quality is not as! advertised please resolve asap,Product Issue,Chat,14-03-2024
100147,I was. charged twice for my last bill need urgent help,Billing,Chat,10-06-2024
100148,<p>Product quality is not as advertised happening for the last 3 days</p>,Product Issue,Phone,30-03-2024
100149,Facing issues updating account details no response from? support,Account Management,Website,19-10-2024
100150,<i>Missing components... in the package please resolve asap</i>,Product Issue,Chat,22-03-2024
100151,Unable to login to?? my account happening for the last 3 days,Account Management,Email,09-10-2024
100152,"<i>App crashes whenever I try, to open it please resolve asap</i>",Technical Support,Chat,06-05-2024
100153,Need clarification regarding company policy need?? urgent help,Other,Chat,05-03-2024
100154,<b>Very<br>unhappy with the overall service this is? unacceptable</b>,Other,Phone,15-04-2024
100155,<b>Unable to login to my account need urgent help</b>,Account Management,Website,30-06-2024
100156,<i>I was charged twice for my last bill?? happening for the last 3 days</i>,Billing,Email,10-01-2024
100157,The<br>product stopped working. within a week need urgent help,Product Issue,Website,11-10-2024
100158,<b>I was charged twice for my last bill please!! resolve asap</b>,Billing,Phone,17-01-2024
100159,<i>Product<br>quality is not as advertised happening for the last 3 days</i>,Product Issue,Email,25-08-2024
100160,<b>I want to file a general complaint no response from support</b>,Other,Email,12-05-2024
100161,<p>Password<br>reset link is not!! working no response from support</p>,Account Management,Email,01-05-2024
100162,My payment was successful but the bill still shows unpaid happening for the! last 3 days,Billing,Chat,24-06-2024
100163,Late fee applied even though I paid on time. need urgent help,Billing,Website,06-05-2024
100164,My payment was successful but the bill still shows unpaid happening for... the last 3 days,Billing,Phone,09-01-2024
100165,Facing<br>issues updating account? details this is unacceptable,Account Management,Chat,31-01-2024
100166,Service experience was poor happening for the?? last 3 days,Other,Phone,09-05-2024
100167,The website is extremely slow and unresponsive need urgent help,Technical Support,Chat,18-06-2024
100168,Product quality is not## as advertised please resolve asap,Product Issue,Website,12-10-2024
100169,<b>Facing<br>issues updating account details please resolve asap</b>,Account Management,Chat,10-06-2024
100170,<i>Unauthorized changes made to my account please resolve asap</i>,Account Management,Chat,08-08-2024
100171,I want to file a general complaint no response from support,Other,Email,22-07-2024
100172,<i>My payment was successful but the bill still shows unpaid need?? urgent help</i>,Billing,Chat,31-03-2024
100173,"Service experience was, poor this is unacceptable",Other,Phone,21-08-2024
100174,<i>Incorrect<br>charges have appeared on my invoice no response from support</i>,Billing,Website,02-02-2024
100175,<i>My account was locked without reason no response from support</i>,Account Management,Phone,06-09-2024
100176,<b>The<br>product stopped working within a week please!! resolve asap</b>,Product Issue,Website,28-04-2024
100177,Facing issues updating account details?? no response from support,Account Management,Website,23-04-2024
100178,Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited please resolve!! asap,Billing,Website,14-02-2024
100179,The product stopped working within a week this is unacceptable,Product Issue,Website,29-01-2024
100180,<i>The website is extremely slow and unresponsive this is unacceptable</i>,Technical Support,Website,11-05-2024
100181,<p>My<br>account was locked without reason need!! urgent help</p>,Account Management,Phone,21-05-2024
100182,<b>My payment was successful but the bill still shows unpaid please resolve asap</b>,Billing,Chat,04-06-2024
100183,App<br>crashes whenever I try to open it please resolve asap,Technical Support,Email,21-05-2024
100184,"Internet<br>connection keeps dropping frequently, happening for the last 3 days",Technical Support,Chat,13-09-2024
100185,My<br>account was locked without... reason no response from support,Account Management,Email,04-03-2024
100186,My payment was successful but the bill still!! shows unpaid this is unacceptable,Billing,Chat,13-03-2024
100187,Product quality is not as advertised this?? is unacceptable,Product Issue,Phone,09-06-2024
100188,I<br>want to file a general complaint happening for the last 3. days,Other,Website,21-02-2024
100189,<i>Very unhappy with the overall service please resolve asap</i>,Other,Email,05-10-2024
100190,My payment was successful but the## bill still shows unpaid this is unacceptable,Billing,Website,08-01-2024
100191,<b>The website is extremely slow and unresponsive no response from support</b>,Technical Support,Phone,19-02-2024
100192,<b>I want to file a general complaint no response from support</b>,Other,Phone,18-08-2024
100193,Facing error code while using. the service no response from support,Technical Support,Phone,02-03-2024
100194,<p>Incorrect charges have appeared on my invoice happening for the last 3 days</p>,Billing,Chat,26-06-2024
100195,Internet<br>connection?? keeps dropping frequently happening for the last 3 days,Technical Support,Chat,31-07-2024
100196,Unable to connect to the server need urgent!! help,Technical Support,Phone,19-03-2024
100197,App crashes whenever I try to open? it need urgent help,Technical Support,Chat,20-02-2024
100198,<p>The website is extremely slow and unresponsive happening for the last 3. days</p>,Technical Support,Email,17-10-2024
100199,"<p>Service experience was poor, happening for the last 3 days</p>",Other,Phone,25-04-2024
100200,The item does not! function as expected need urgent help,Product Issue,Phone,17-10-2024
100201,<b>Product quality is not as advertised please resolve asap</b>,Product Issue,Email,26-06-2024
100202,The website is extremely slow and unresponsive happening for the last 3 days,Technical Support,Chat,17-02-2024
100203,<b>Service<br>experience was poor## this is unacceptable</b>,Other,Chat,27-06-2024
100204,Received<br>a damaged product happening for the... last 3 days,Product Issue,Website,19-06-2024
100205,<i>Unexpected<br>charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited happening for the last 3 days</i>,Billing,Website,08-02-2024
100206,<b>The<br>product stopped working within a week this is unacceptable</b>,Product Issue,Chat,16-09-2024
100207,Very unhappy!! with the overall service no response from support,Other,Phone,24-09-2024
100208,I<br>was charged twice for my last bill no response from support,Billing,Chat,09-07-2024
100209,<b>My<br>payment was successful but the bill still shows unpaid no response from! support</b>,Billing,Website,21-05-2024
100210,<p>Late<br>fee applied even though I... paid on time please resolve asap</p>,Billing,Email,21-10-2024
100211,The<br>website is extremely slow and unresponsive happening for!! the last 3 days,Technical Support,Phone,02-09-2024
100212,Missing components in the package... need urgent help,Product Issue,Website,03-01-2024
100213,App crashes whenever I try to open it please resolve asap,Technical Support,Phone,14-02-2024
100214,"<b>Facing<br>issues updating account details this is, unacceptable</b>",Account Management,Website,14-04-2024
100215,"Facing error code while using the, service this is unacceptable",Technical Support,Website,07-04-2024
100216,The website?? is extremely slow and unresponsive this is unacceptable,Technical Support,Chat,14-06-2024
100217,App crashes. whenever I try to open it no response from support,Technical Support,Email,14-09-2024
100218,Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited no response from support,Billing,Website,17-09-2024
100219,Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited please resolve asap,Billing,Phone,18-02-2024
100220,Unable to## login to my account please resolve asap,Account Management,Chat,16-03-2024
100221,Internet connection keeps! dropping frequently need urgent help,Technical Support,Phone,16-09-2024
100222,<i>My payment was successful## but the bill still shows unpaid please resolve asap</i>,Billing,Chat,21-07-2024
100223,<b>Unable<br>to login to... my account happening for the last 3 days</b>,Account Management,Chat,20-08-2024
100224,<i>Product quality is not as advertised no response from support</i>,Product Issue,Email,14-04-2024
100225,<b>Product quality. is not as advertised no response from support</b>,Product Issue,Chat,28-04-2024
100226,Customer<br>support did not respond to my emails! happening for the last 3 days,Other,Phone,16-01-2024
100227,Unable to login to. my account happening for the last 3 days,Account Management,Chat,18-07-2024
100228,Late fee applied even though I paid on!! time no response from support,Billing,Email,22-06-2024
100229,Unexpected<br>charges added without notificationI cancelled my order! but refund is still pendingMoney deducted but refund not credited happening for the last 3 days,Billing,Website,27-10-2024
100230,<p>I was charged twice for! my last bill need urgent help</p>,Billing,Website,12-10-2024
100231,I want to file a general! complaint please resolve asap,Other,Phone,27-08-2024
100232,Late<br>fee applied even though I paid on time need urgent. help,Billing,Chat,12-03-2024
100233,My<br>payment was successful but the bill!! still shows unpaid this is unacceptable,Billing,Email,13-01-2024
100234,<i>Unable<br>to? connect to the server please resolve asap</i>,Technical Support,Chat,18-01-2024
100235,Received a damaged product no response from support,Product Issue,Website,30-03-2024
100236,<b>My payment. was successful but the bill still shows unpaid happening for the last 3 days</b>,Billing,Phone,20-05-2024
100237,<i>Facing error code while using?? the service no response from support</i>,Technical Support,Chat,26-10-2024
100238,Missing components in the package... this is unacceptable,Product Issue,Phone,26-04-2024
100239,"Missing components in the, package need urgent help",Product Issue,Phone,05-05-2024
100240,Password reset link is not working happening for the last 3 days,Account Management,Website,05-04-2024
100241,Unable to connect. to the server please resolve asap,Technical Support,Email,01-06-2024
100242,<p>Unauthorized changes made to my account no response from support</p>,Account Management,Website,01-02-2024
100243,<i>I want to file a general complaint need urgent help</i>,Other,Chat,24-02-2024
100244,<i>Internet connection keeps dropping frequently this!! is unacceptable</i>,Technical Support,Chat,26-06-2024
100245,<p>The product stopped working within a week need urgent help</p>,Product Issue,Website,22-10-2024
100246,<i>App crashes whenever I try to open it this. is unacceptable</i>,Technical Support,Chat,22-04-2024
100247,<b>Unable<br>to login to my account this is... unacceptable</b>,Account Management,Chat,07-10-2024
100248,<i>My<br>account was locked without reason need urgent help</i>,Account Management,Phone,07-01-2024
100249,<p>Unexpected charges added without notificationI cancelled my order but refund is still pendingMoney deducted but refund not credited this is unacceptable</p>,Billing,Chat,08-08-2024
100250,Very unhappy with the## overall service this is unacceptable,Other,Email,08-07-2024
100251,Service experience was poor happening!! for the last 3 days,Other,Chat,31-08-2024
100252,Facing<br>issues updating account details happening for the. last 3 days,Account Management,Email,19-04-2024
100253,<b>Product<br>quality is not?? as advertised this is unacceptable</b>,Product Issue,Chat,02-10-2024
100254,Need<br>clarification regarding company... policy please resolve asap,Other,Email,21-07-2024
100255,<i>My<br>payment was successful but the bill still shows unpaid this is unacceptable</i>,Billing,Chat,29-07-2024
100256,<p>Incorrect<br>charges have appeared on?? my invoice no response from support</p>,Billing,Website,21-06-2024
100257,Received a damaged product? need urgent help,Product Issue,Website,06-07-2024
100258,<i>Unauthorized changes made to my!! account this is unacceptable</i>,Account Management,Website,13-05-2024
100259,<b>I<br>want to file a general?? complaint happening for the last 3 days</b>,Other,Phone,13-01-2024
100260,<i>Internet<br>connection keeps dropping## frequently this is unacceptable</i>,Technical Support,Email,03-05-2024
100261,Very unhappy! with the overall service no response from support,Other,Phone,03-01-2024
100262,The item does not function as expected happening for the last! 3 days,Product Issue,Phone,24-05-2024
100263,Unauthorized changes made to my account please resolve asap,Account Management,Phone,21-03-2024
100264,Service experience. was poor no response from support,Other,Chat,06-03-2024
100265,Unable<br>to connect!! to the server this is unacceptable,Technical Support,Email,22-04-2024
100266,App<br>crashes whenever I try to open it please## resolve asap,Technical Support,Email,17-04-2024
100267,App crashes whenever I try to open it... need urgent help,Technical Support,Chat,02-09-2024
100268,"<b>Internet connection, keeps dropping frequently please resolve asap</b>",Technical Support,Phone,07-07-2024
100269,<b>Customer support did not respond to my emails need urgent?? help</b>,Other,Email,21-04-2024
100270,<b>I was charged twice for my last bill. need urgent help</b>,Billing,Phone,21-02-2024
100271,I was charged twice for my last bill no response from support,Billing,Email,18-10-2024
100272,<b>Facing issues! updating account details need urgent help</b>,Account Management,Email,29-03-2024
100273,<b>I was charged twice for my last bill happening for the last 3 days</b>,Billing,Email,16-08-2024
100274,My payment was successful but the bill still shows unpaid happening for the last 3 days,Billing,Email,08-10-2024
100275,"<i>Service experience was poor happening for the last, 3 days</i>",Other,Website,15-10-2024
100276,Missing<br>components in the package no response from?? support,Product Issue,Email,25-03-2024
100277,"Product quality is not as advertised happening for the, last 3 days",Product Issue,Email,11-08-2024
100278,"<b>Unable to login to my account need urgent, help</b>",Account Management,Chat,11-06-2024
100279,<i>Customer support did? not respond to my emails no response from support</i>,Other,Phone,13-07-2024
100280,<b>My account was locked without reason this is unacceptable</b>,Account Management,Website,31-03-2024
100281,<i>Facing error code! while using the service this is unacceptable</i>,Technical Support,Website,01-10-2024
100282,<b>Facing<br>error code while using## the service need urgent help</b>,Technical Support,Phone,02-05-2024
100283,Unable to connect to the server no response from support,Technical Support,Chat,01-09-2024
100284,<i>My payment was successful but the bill still shows unpaid happening for the last 3 days</i>,Billing,Phone,16-10-2024
100285,"<i>Unauthorized changes made to, my account please resolve asap</i>",Account Management,Chat,02-08-2024
100286,"<i>Unauthorized<br>changes made to my, account no response from support</i>",Account Management,Email,04-04-2024
100287,<i>Missing<br>components in the... package this is unacceptable</i>,Product Issue,Phone,06-06-2024
100288,<p>Internet<br>connection keeps dropping frequently no response from support</p>,Technical Support,Phone,08-07-2024
100289,The website... is extremely slow and unresponsive need urgent help,Technical Support,Website,14-03-2024
100290,Customer<br>support did not respond! to my emails need urgent help,Other,Email,27-05-2024
100291,<i>The product stopped working within a week no response from support</i>,Product Issue,Phone,28-04-2024
100292,<p>Unable<br>to connect to the. server please resolve asap</p>,Technical Support,Chat,13-01-2024
100293,<b>Service experience was poor need urgent help</b>,Other,Website,27-04-2024
100294,Need clarification regarding company policy happening for the last 3 days,Other,Email,21-07-2024
100295,<i>Password<br>reset link. is not working please resolve asap</i>,Account Management,Website,01-10-2024
100296,Internet connection keeps dropping frequently no response from support,Technical Support,Website,30-08-2024
100297,<i>Incorrect charges have appeared on my invoice this is unacceptable</i>,Billing,Chat,14-01-2024
100298,<p>The<br>item does not function as expected this is unacceptable</p>,Product Issue,Phone,19-03-2024
100299,I was charged twice for my last bill happening for!! the last 3 days,Billing,Chat,05-03-2024
100300,Missing components in the package please resolve! asap,Product Issue,Phone,08-10-2024
100301,<p>Facing issues updating account details need urgent!! help</p>,Account Management,Email,22-04-2024
100302,<b>Facing error code while using the service!! no response from support</b>,Technical Support,Chat,25-04-2024
100303,Need clarification regarding company policy this is unacceptable,Other,Chat,13-05-2024
100304,My account was locked without reason!! no response from support,Account Management,Phone,06-07-2024
100305,Very<br>unhappy with the overall service please resolve asap,Other,Chat,03-09-2024
100306,The product stopped working within a week no response from support,Product Issue,Email,05-10-2024
100307,<i>Customer support did not respond to my emails happening for the last 3 days</i>,Other,Website,07-09-2024
100308,Unexpected charges added without notificationI! cancelled my order but refund is still pendingMoney deducted but refund not credited happening for the last 3 days,Billing,Chat,20-02-2024
100309,"Received<br>a damaged, product this is unacceptable",Product Issue,Chat,08-08-2024
100310,Internet connection keeps dropping frequently no response from support,Technical Support,Chat,04-09-2024
100311,<b>Late<br>fee applied even though I paid on time happening for the last... 3 days</b>,Billing,Website,31-01-2024
100312,<b>Missing components in the package happening for the last 3 days</b>,Product Issue,Phone,21-01-2024
100313,Facing error code while using the service need urgent help,Technical Support,Phone,23-05-2024
100314,Unauthorized changes made to my account? this is unacceptable,Account Management,Phone,30-05-2024
100315,Facing issues updating account details happening for the! last 3 days,Account Management,Email,28-03-2024
100316,<b>The item does not function as expected need urgent help</b>,Product Issue,Phone,19-09-2024
100317,<p>The product stopped working within a week need urgent## help</p>,Product Issue,Email,18-09-2024
100318,Customer support did not respond to my emails please resolve asap,Other,Website,26-04-2024
100319,Late fee applied even though I paid on## time please resolve asap,Billing,Website,11-09-2024
100320,Facing issues... updating account details no response from support,Account Management,Phone,29-04-2024
100321,My account was locked without... reason happening for the last 3 days,Account Management,Email,03-05-2024
100322,<b>Unable to connect to the server this is unacceptable</b>,Technical Support,Email,04-03-2024
100323,"Very<br>unhappy with, the overall service need urgent help",Other,Phone,06-10-2024
100324,Received a damaged product happening## for the last 3 days,Product Issue,Phone,14-05-2024
100325,I was charged twice for my last bill happening for the last 3? days,Billing,Website,15-09-2024
100326,Need<br>clarification regarding company policy no response from support,Other,Email,08-06-2024
100327,<b>Unauthorized<br>changes## made to my account this is unacceptable</b>,Account Management,Website,09-03-2024
100328,Very unhappy with the overall service no response from support,Other,Phone,17-09-2024
100329,Password reset? link is not working please resolve asap,Account Management,Chat,02-08-2024
100330,Customer support did not respond to my emails no response?? from support,Other,Email,01-08-2024
100331,Facing error code while? using the service need urgent help,Technical Support,Chat,01-03-2024
100332,Internet<br>connection keeps dropping frequently need urgent help,Technical Support,Website,12-06-2024
